date,kwh
2026-08-01,3.4000
2026-08-02,3.8000
2026-08-03,1.9000
2026-08-04,3.5000
2026-08-05,4.1000
2026-08-06,3.3000
2026-08-07,4.7000
2026-08-08,2.6000
2026-08-09,4.1000
2026-08-10,4.3000
2026-08-11,2.8000
2026-08-12,1.4000
2026-08-13,3.9000
2026-08-14,3.9000
2026-08-15,2.7000
2026-08-16,4.4000
2026-08-17,2.4000
2026-08-18,0.0000
2026-08-19,3.6000
2026-08-20,0.0000
2026-08-21,0.0000
2026-08-22,0.0000
2026-08-23,0.0000
2026-08-24,0.0000
2026-08-25,0.0000
2026-08-26,0.0000
2026-08-27,0.0000
2026-08-28,0.0000
2026-08-29,0.0000
2026-08-30,0.0000
2026-08-31,0.0000
