date,kwh
2025-12-01,9.3000
2025-12-02,11.0000
2025-12-03,10.9000
2025-12-04,11.9000
2025-12-05,8.8000
2025-12-06,7.4000
2025-12-07,9.0000
2025-12-08,7.6000
2025-12-09,7.5000
2025-12-10,6.6000
2025-12-11,7.6000
2025-12-12,7.0000
2025-12-13,10.8000
2025-12-14,10.6000
2025-12-15,10.4000
2025-12-16,8.6000
2025-12-17,5.2000
2025-12-18,6.6000
2025-12-19,7.0000
2025-12-20,8.1000
2025-12-21,10.1000
2025-12-22,10.4000
2025-12-23,9.0000
2025-12-24,10.9000
2025-12-25,13.3000
2025-12-26,12.6000
2025-12-27,9.6000
2025-12-28,10.9000
2025-12-29,11.4000
2025-12-30,12.6000
2025-12-31,9.9000
