date,kwh
2026-07-01,7.7000
2026-07-02,5.9000
2026-07-03,7.5000
2026-07-04,8.2000
2026-07-05,9.8000
2026-07-06,9.8000
2026-07-07,11.2000
2026-07-08,8.8000
2026-07-09,7.3000
2026-07-10,6.6000
2026-07-11,10.4000
2026-07-12,10.7000
2026-07-13,10.3000
2026-07-14,10.0000
2026-07-15,5.7000
2026-07-16,5.3000
2026-07-17,6.3000
2026-07-18,10.6000
2026-07-19,6.1000
2026-07-20,6.0000
2026-07-21,6.0000
2026-07-22,5.9000
2026-07-23,14.1000
2026-07-24,12.7000
2026-07-25,0.0000
2026-07-26,0.0000
2026-07-27,0.0000
2026-07-28,0.0000
2026-07-29,0.0000
2026-07-30,0.0000
2026-07-31,0.0000
