date,kwh
2026-07-01,6.0000
2026-07-02,6.7000
2026-07-03,6.3000
2026-07-04,6.0000
2026-07-05,6.4000
2026-07-06,7.0000
2026-07-07,6.1000
2026-07-08,7.9000
2026-07-09,9.2000
2026-07-10,6.3000
2026-07-11,6.6000
2026-07-12,5.7000
2026-07-13,6.5000
2026-07-14,5.9000
2026-07-15,6.3000
2026-07-16,6.6000
2026-07-17,5.8000
2026-07-18,3.5000
2026-07-19,0.0000
2026-07-20,0.0000
2026-07-21,0.0000
2026-07-22,0.0000
2026-07-23,0.0000
2026-07-24,0.0000
2026-07-25,0.0000
2026-07-26,0.0000
2026-07-27,0.0000
2026-07-28,0.0000
2026-07-29,0.0000
2026-07-30,0.0000
2026-07-31,0.0000
