date,kwh
2026-03-01,3.1000
2026-03-02,1.7000
2026-03-03,4.3000
2026-03-04,4.7000
2026-03-05,4.3000
2026-03-06,4.7000
2026-03-07,4.7000
2026-03-08,5.1000
2026-03-09,5.3000
2026-03-10,5.1000
2026-03-11,5.1000
2026-03-12,4.8000
2026-03-13,4.9000
2026-03-14,3.9000
2026-03-15,5.0000
2026-03-16,5.2000
2026-03-17,4.7000
2026-03-18,4.0000
2026-03-19,4.8000
2026-03-20,5.0000
2026-03-21,5.0000
2026-03-22,5.3000
2026-03-23,5.3000
2026-03-24,5.0000
2026-03-25,3.0000
2026-03-26,1.1000
2026-03-27,1.1000
2026-03-28,0.0000
2026-03-29,0.0000
2026-03-30,0.0000
2026-03-31,0.0000
