date,kwh
2026-02-01,9.7000
2026-02-02,7.8000
2026-02-03,8.9000
2026-02-04,7.7000
2026-02-05,6.3000
2026-02-06,5.2000
2026-02-07,8.8000
2026-02-08,8.1000
2026-02-09,10.0000
2026-02-10,11.9000
2026-02-11,10.9000
2026-02-12,10.0000
2026-02-13,8.6000
2026-02-14,6.5000
2026-02-15,5.9000
2026-02-16,9.4000
2026-02-17,5.2000
2026-02-18,8.6000
2026-02-19,7.5000
2026-02-20,6.5000
2026-02-21,7.7000
2026-02-22,9.7000
2026-02-23,11.7000
2026-02-24,0.0000
2026-02-25,0.0000
2026-02-26,0.0000
2026-02-27,0.0000
2026-02-28,0.0000
