date,kwh
2026-03-01,10.1000
2026-03-02,10.7000
2026-03-03,8.4000
2026-03-04,8.0000
2026-03-05,9.0000
2026-03-06,9.0000
2026-03-07,10.0000
2026-03-08,9.7000
2026-03-09,8.1000
2026-03-10,8.8000
2026-03-11,8.1000
2026-03-12,9.6000
2026-03-13,8.0000
2026-03-14,4.9000
2026-03-15,5.3000
2026-03-16,8.6000
2026-03-17,8.5000
2026-03-18,8.9000
2026-03-19,8.7000
2026-03-20,10.0000
2026-03-21,9.2000
2026-03-22,10.2000
2026-03-23,8.9000
2026-03-24,8.7000
2026-03-25,10.6000
2026-03-26,8.3000
2026-03-27,8.7000
2026-03-28,9.6000
2026-03-29,10.0000
2026-03-30,9.3000
2026-03-31,0.0000
