date,kwh
2025-12-01,3.3000
2025-12-02,5.2000
2025-12-03,4.0000
2025-12-04,4.0000
2025-12-05,4.4000
2025-12-06,3.7000
2025-12-07,6.4000
2025-12-08,3.9000
2025-12-09,4.4000
2025-12-10,4.6000
2025-12-11,2.5000
2025-12-12,6.0000
2025-12-13,5.1000
2025-12-14,3.6000
2025-12-15,5.2000
2025-12-16,4.5000
2025-12-17,3.1000
2025-12-18,2.5000
2025-12-19,4.9000
2025-12-20,2.8000
2025-12-21,6.0000
2025-12-22,5.3000
2025-12-23,3.1000
2025-12-24,3.7000
2025-12-25,6.2000
2025-12-26,4.9000
2025-12-27,4.7000
2025-12-28,5.4000
2025-12-29,4.2000
2025-12-30,4.3000
