date,kwh
2026-04-01,8.2000
2026-04-02,5.0000
2026-04-03,8.6000
2026-04-04,7.6000
2026-04-05,7.8000
2026-04-06,6.3000
2026-04-07,7.3000
2026-04-08,6.7000
2026-04-09,7.0000
2026-04-10,7.5000
2026-04-11,6.8000
2026-04-12,5.7000
2026-04-13,7.1000
2026-04-14,8.2000
2026-04-15,8.5000
2026-04-16,7.2000
2026-04-17,8.0000
2026-04-18,8.3000
2026-04-19,8.2000
2026-04-20,7.6000
2026-04-21,8.7000
2026-04-22,8.1000
2026-04-23,7.5000
2026-04-24,3.5000
2026-04-25,7.8000
2026-04-26,8.2000
2026-04-27,5.1000
2026-04-28,6.9000
2026-04-29,0.0000
2026-04-30,0.0000
