date,kwh
2026-03-01,5.4000
2026-03-02,5.0000
2026-03-03,5.4000
2026-03-04,5.3000
2026-03-05,5.4000
2026-03-06,5.3000
2026-03-07,6.4000
2026-03-08,6.1000
2026-03-09,6.2000
2026-03-10,6.0000
2026-03-11,5.4000
2026-03-12,6.4000
2026-03-13,5.8000
2026-03-14,6.6000
2026-03-15,6.2000
2026-03-16,6.9000
2026-03-17,6.8000
2026-03-18,6.0000
2026-03-19,7.0000
2026-03-20,6.5000
2026-03-21,6.9000
2026-03-22,5.5000
2026-03-23,4.8000
2026-03-24,0.0000
2026-03-25,0.0000
2026-03-26,0.0000
2026-03-27,0.0000
2026-03-28,0.0000
2026-03-29,0.0000
2026-03-30,0.0000
2026-03-31,0.0000
