date,kwh
2026-06-01,9.6000
2026-06-02,10.0000
2026-06-03,8.3000
2026-06-04,7.8000
2026-06-05,8.1000
2026-06-06,9.1000
2026-06-07,7.5000
2026-06-08,7.4000
2026-06-09,8.4000
2026-06-10,9.6000
2026-06-11,4.9000
2026-06-12,5.8000
2026-06-13,5.7000
2026-06-14,9.2000
2026-06-15,8.2000
2026-06-16,8.8000
2026-06-17,6.9000
2026-06-18,2.6000
2026-06-19,7.2000
2026-06-20,8.2000
2026-06-21,7.3000
2026-06-22,3.0000
2026-06-23,6.4000
2026-06-24,8.3000
2026-06-25,8.2000
2026-06-26,8.4000
2026-06-27,7.4000
2026-06-28,7.3000
2026-06-29,1.3000
2026-06-30,0.0000
