date,kwh
2026-03-01,7.0000
2026-03-02,8.0000
2026-03-03,7.3000
2026-03-04,7.8000
2026-03-05,7.3000
2026-03-06,7.4000
2026-03-07,7.7000
2026-03-08,8.0000
2026-03-09,7.6000
2026-03-10,7.8000
2026-03-11,7.7000
2026-03-12,7.3000
2026-03-13,7.8000
2026-03-14,6.0000
2026-03-15,8.2000
2026-03-16,7.9000
2026-03-17,6.9000
2026-03-18,6.2000
2026-03-19,6.6000
2026-03-20,7.7000
2026-03-21,7.5000
2026-03-22,8.0000
2026-03-23,7.6000
2026-03-24,7.6000
2026-03-25,8.3000
2026-03-26,7.9000
2026-03-27,8.3000
2026-03-28,8.3000
2026-03-29,6.9000
2026-03-30,2.6000
2026-03-31,0.0000
