date,kwh
2025-12-01,6.4000
2025-12-02,6.7000
2025-12-03,7.1000
2025-12-04,7.5000
2025-12-05,6.2000
2025-12-06,6.9000
2025-12-07,6.9000
2025-12-08,6.6000
2025-12-09,6.8000
2025-12-10,5.5000
2025-12-11,4.2000
2025-12-12,6.9000
2025-12-13,5.5000
2025-12-14,6.0000
2025-12-15,6.3000
2025-12-16,6.9000
2025-12-17,4.9000
2025-12-18,5.1000
2025-12-19,5.0000
2025-12-20,4.2000
2025-12-21,6.9000
2025-12-22,7.3000
2025-12-23,6.8000
2025-12-24,6.8000
2025-12-25,6.8000
2025-12-26,7.1000
2025-12-27,6.2000
2025-12-28,7.4000
2025-12-29,5.6000
2025-12-30,6.9000
2025-12-31,7.0000
