date,kwh
2026-01-01,8.9000
2026-01-02,6.5000
2026-01-03,10.1000
2026-01-04,10.6000
2026-01-05,9.8000
2026-01-06,5.3000
2026-01-07,8.4000
2026-01-08,8.5000
2026-01-09,10.5000
2026-01-10,10.2000
2026-01-11,10.5000
2026-01-12,10.3000
2026-01-13,9.6000
2026-01-14,11.4000
2026-01-15,9.8000
2026-01-16,11.0000
2026-01-17,11.2000
2026-01-18,11.6000
2026-01-19,12.7000
2026-01-20,12.6000
2026-01-21,9.2000
2026-01-22,9.0000
2026-01-23,9.0000
2026-01-24,11.3000
2026-01-25,12.5000
2026-01-26,9.8000
2026-01-27,0.0000
2026-01-28,0.0000
2026-01-29,0.0000
2026-01-30,0.0000
2026-01-31,0.0000
