date,kwh
2026-08-01,8.3000
2026-08-02,11.9000
2026-08-03,1.8000
2026-08-04,8.5000
2026-08-05,8.7000
2026-08-06,10.3000
2026-08-07,12.2000
2026-08-08,11.3000
2026-08-09,9.2000
2026-08-10,11.8000
2026-08-11,10.5000
2026-08-12,11.9000
2026-08-13,5.5000
2026-08-14,6.7000
2026-08-15,14.1000
2026-08-16,11.5000
2026-08-17,9.2000
2026-08-18,13.9000
2026-08-19,12.0000
2026-08-20,8.7000
2026-08-21,9.5000
2026-08-22,11.4000
2026-08-23,13.1000
2026-08-24,11.0000
2026-08-25,10.8000
2026-08-26,10.3000
2026-08-27,11.3000
2026-08-28,11.0000
2026-08-29,11.1000
2026-08-30,12.9000
2026-08-31,13.3000
