date,kwh
2026-02-01,7.3000
2026-02-02,6.7000
2026-02-03,6.4000
2026-02-04,6.4000
2026-02-05,6.0000
2026-02-06,4.9000
2026-02-07,6.5000
2026-02-08,6.0000
2026-02-09,7.8000
2026-02-10,8.0000
2026-02-11,6.8000
2026-02-12,6.8000
2026-02-13,6.5000
2026-02-14,5.2000
2026-02-15,4.7000
2026-02-16,7.4000
2026-02-17,3.9000
2026-02-18,5.8000
2026-02-19,5.8000
2026-02-20,5.6000
2026-02-21,5.4000
2026-02-22,6.1000
2026-02-23,7.8000
2026-02-24,1.8000
2026-02-25,0.0000
2026-02-26,0.0000
2026-02-27,0.0000
2026-02-28,0.0000
