date,kwh
2026-06-01,8.9000
2026-06-02,10.5000
2026-06-03,9.0000
2026-06-04,5.4000
2026-06-05,7.0000
2026-06-06,10.0000
2026-06-07,8.9000
2026-06-08,7.7000
2026-06-09,4.7000
2026-06-10,0.9000
2026-06-11,5.3000
2026-06-12,7.1000
2026-06-13,7.4000
2026-06-14,9.1000
2026-06-15,9.4000
2026-06-16,5.9000
2026-06-17,5.6000
2026-06-18,5.0000
2026-06-19,10.3000
2026-06-20,8.8000
2026-06-21,8.1000
2026-06-22,4.2000
2026-06-23,0.0000
2026-06-24,0.0000
2026-06-25,0.0000
2026-06-26,0.0000
2026-06-27,0.0000
2026-06-28,0.0000
2026-06-29,0.0000
2026-06-30,0.0000
