date,kwh
2026-01-01,1.7000
2026-01-02,1.2000
2026-01-03,2.4000
2026-01-04,2.2000
2026-01-05,1.8000
2026-01-06,1.6000
2026-01-07,1.6000
2026-01-08,1.2000
2026-01-09,1.9000
2026-01-10,2.0000
2026-01-11,1.9000
2026-01-12,1.5000
2026-01-13,2.4000
2026-01-14,2.5000
2026-01-15,2.6000
2026-01-16,2.5000
2026-01-17,2.1000
2026-01-18,2.2000
2026-01-19,2.3000
2026-01-20,2.7000
2026-01-21,2.6000
2026-01-22,2.4000
2026-01-23,2.5000
2026-01-24,2.3000
2026-01-25,2.2000
2026-01-26,0.0000
2026-01-27,0.0000
2026-01-28,0.0000
2026-01-29,0.0000
2026-01-30,0.0000
2026-01-31,0.0000
