date,kwh
2026-08-01,11.3020
2026-08-02,14.1500
2026-08-03,3.3390
2026-08-04,9.4280
2026-08-05,13.3680
2026-08-06,15.8100
2026-08-07,16.1090
2026-08-08,14.3910
2026-08-09,12.9680
2026-08-10,12.9220
2026-08-11,13.2250
2026-08-12,15.2890
2026-08-13,15.1880
2026-08-14,14.7430
2026-08-15,17.1780
2026-08-16,13.9770
2026-08-17,11.3630
2026-08-18,16.3480
2026-08-19,15.5210
2026-08-20,14.3250
2026-08-21,15.2510
2026-08-22,15.7110
2026-08-23,16.1120
2026-08-24,13.1340
2026-08-25,13.7810
2026-08-26,12.3360
2026-08-27,9.4400
2026-08-28,8.4780
