date,kwh
2026-08-01,7.8000
2026-08-02,9.8000
2026-08-03,1.7000
2026-08-04,5.7000
2026-08-05,10.4000
2026-08-06,11.8000
2026-08-07,12.5000
2026-08-08,9.8000
2026-08-09,8.3000
2026-08-10,10.4000
2026-08-11,9.2000
2026-08-12,12.2000
2026-08-13,11.8000
2026-08-14,9.3000
2026-08-15,13.1000
2026-08-16,9.7000
2026-08-17,9.1000
2026-08-18,11.7000
2026-08-19,12.7000
2026-08-20,11.1000
2026-08-21,11.2000
2026-08-22,12.5000
2026-08-23,12.9000
2026-08-24,11.7000
2026-08-25,10.8000
2026-08-26,8.9000
2026-08-27,10.3000
2026-08-28,10.3000
2026-08-29,11.7000
2026-08-30,11.3000
2026-08-31,11.8000
