date,kwh
2026-04-01,7.0000
2026-04-02,6.3000
2026-04-03,6.6000
2026-04-04,7.3000
2026-04-05,7.2000
2026-04-06,6.9000
2026-04-07,7.5000
2026-04-08,7.1000
2026-04-09,7.6000
2026-04-10,6.8000
2026-04-11,9.1000
2026-04-12,7.8000
2026-04-13,8.2000
2026-04-14,8.7000
2026-04-15,7.9000
2026-04-16,8.3000
2026-04-17,7.8000
2026-04-18,8.0000
2026-04-19,8.0000
2026-04-20,6.9000
2026-04-21,7.3000
2026-04-22,7.2000
2026-04-23,6.9000
2026-04-24,3.0000
2026-04-25,0.0000
2026-04-26,0.0000
2026-04-27,0.0000
2026-04-28,0.0000
2026-04-29,0.0000
2026-04-30,0.0000
