date,kwh
2026-09-01,10.6000
2026-09-02,9.5000
2026-09-03,9.7000
2026-09-04,9.9000
2026-09-05,9.5000
2026-09-06,10.8000
2026-09-07,12.1000
2026-09-08,10.1000
2026-09-09,9.6000
2026-09-10,9.7000
2026-09-11,10.4000
2026-09-12,10.1000
2026-09-13,10.0000
2026-09-14,8.7000
2026-09-15,7.9000
2026-09-16,10.4000
2026-09-17,13.6000
2026-09-18,11.8000
2026-09-19,13.8000
2026-09-20,3.2000
2026-09-21,0.0000
2026-09-22,0.0000
2026-09-23,0.0000
2026-09-24,0.0000
2026-09-25,0.0000
2026-09-26,0.0000
2026-09-27,0.0000
2026-09-28,0.0000
2026-09-29,0.0000
2026-09-30,0.0000
