date,kwh
2026-02-01,8.8000
2026-02-02,8.1000
2026-02-03,8.6000
2026-02-04,6.4000
2026-02-05,7.1000
2026-02-06,5.0000
2026-02-07,7.6000
2026-02-08,8.1000
2026-02-09,8.4000
2026-02-10,8.9000
2026-02-11,9.1000
2026-02-12,8.8000
2026-02-13,8.1000
2026-02-14,6.3000
2026-02-15,5.7000
2026-02-16,7.6000
2026-02-17,4.7000
2026-02-18,7.7000
2026-02-19,7.6000
2026-02-20,6.2000
2026-02-21,7.1000
2026-02-22,0.0000
2026-02-23,0.0000
2026-02-24,0.0000
2026-02-25,0.0000
2026-02-26,0.0000
2026-02-27,0.0000
2026-02-28,0.0000
