date,kwh
2026-07-01,14.1000
2026-07-02,13.3000
2026-07-03,10.7000
2026-07-04,9.2000
2026-07-05,14.2000
2026-07-06,15.4000
2026-07-07,15.7000
2026-07-08,15.2000
2026-07-09,13.6000
2026-07-10,10.8000
2026-07-11,13.5000
2026-07-12,14.1000
2026-07-13,11.6000
2026-07-14,13.8000
2026-07-15,11.6000
2026-07-16,14.0000
2026-07-17,14.3000
2026-07-18,13.7000
2026-07-19,15.6000
2026-07-20,11.4000
2026-07-21,13.4000
2026-07-22,14.8000
2026-07-23,15.0000
2026-07-24,14.6000
2026-07-25,14.1000
2026-07-26,15.1000
2026-07-27,5.2000
2026-07-28,0.0000
2026-07-29,0.0000
2026-07-30,0.0000
2026-07-31,0.0000
