date,kwh
2026-06-01,12.9000
2026-06-02,12.1000
2026-06-03,10.2000
2026-06-04,10.5000
2026-06-05,8.4000
2026-06-06,12.7000
2026-06-07,12.6000
2026-06-08,8.5000
2026-06-09,9.9000
2026-06-10,11.3000
2026-06-11,7.6000
2026-06-12,8.3000
2026-06-13,11.1000
2026-06-14,13.0000
2026-06-15,10.9000
2026-06-16,12.9000
2026-06-17,12.0000
2026-06-18,6.4000
2026-06-19,10.1000
2026-06-20,13.5000
2026-06-21,10.5000
2026-06-22,5.1000
2026-06-23,10.3000
2026-06-24,10.2000
2026-06-25,10.7000
2026-06-26,12.5000
2026-06-27,11.3000
2026-06-28,3.3000
2026-06-29,0.0000
2026-06-30,0.0000
