date,kwh
2026-06-01,2.2000
2026-06-02,2.2000
2026-06-03,1.7000
2026-06-04,1.7000
2026-06-05,2.0000
2026-06-06,2.4000
2026-06-07,1.6000
2026-06-08,1.6000
2026-06-09,2.0000
2026-06-10,2.2000
2026-06-11,1.0000
2026-06-12,1.3000
2026-06-13,1.3000
2026-06-14,2.2000
2026-06-15,2.0000
2026-06-16,2.0000
2026-06-17,1.8000
2026-06-18,0.4000
2026-06-19,1.9000
2026-06-20,2.1000
2026-06-21,1.3000
2026-06-22,0.0000
2026-06-23,0.0000
2026-06-24,0.0000
2026-06-25,0.0000
2026-06-26,0.0000
2026-06-27,0.0000
2026-06-28,0.0000
2026-06-29,0.0000
2026-06-30,0.0000
