date,kwh
2025-12-01,1.7000
2025-12-02,0.0000
2025-12-03,1.9000
2025-12-04,1.9000
2025-12-05,2.0000
2025-12-06,1.4000
2025-12-07,2.0000
2025-12-08,2.6000
2025-12-09,1.8000
2025-12-10,1.7000
2025-12-11,1.4000
2025-12-12,1.4000
2025-12-13,2.2000
2025-12-14,2.0000
2025-12-15,2.2000
2025-12-16,1.9000
2025-12-17,1.2000
2025-12-18,1.3000
2025-12-19,1.6000
2025-12-20,2.2000
2025-12-21,1.2000
2025-12-22,2.0000
2025-12-23,2.4000
2025-12-24,2.4000
2025-12-25,2.5000
2025-12-26,2.5000
2025-12-27,2.1000
2025-12-28,2.1000
2025-12-29,2.3000
2025-12-30,1.9000
2025-12-31,2.2000
