date,kwh
2026-05-01,10.7000
2026-05-02,8.2000
2026-05-03,10.0000
2026-05-04,11.4000
2026-05-05,8.6000
2026-05-06,12.8000
2026-05-07,11.8000
2026-05-08,9.9000
2026-05-09,8.8000
2026-05-10,7.6000
2026-05-11,7.8000
2026-05-12,5.7000
2026-05-13,3.0000
2026-05-14,1.0000
2026-05-15,7.6000
2026-05-16,5.3000
2026-05-17,11.5000
2026-05-18,11.7000
2026-05-19,10.6000
2026-05-20,12.1000
2026-05-21,10.2000
2026-05-22,1.9000
2026-05-23,11.1000
2026-05-24,5.6000
2026-05-25,0.0000
2026-05-26,0.0000
2026-05-27,0.0000
2026-05-28,0.0000
2026-05-29,0.0000
2026-05-30,0.0000
2026-05-31,0.0000
