date,kwh
2026-07-01,12.5000
2026-07-02,11.4000
2026-07-03,8.7000
2026-07-04,8.2000
2026-07-05,11.7000
2026-07-06,12.8000
2026-07-07,13.0000
2026-07-08,12.2000
2026-07-09,11.2000
2026-07-10,9.6000
2026-07-11,10.7000
2026-07-12,11.3000
2026-07-13,9.8000
2026-07-14,10.6000
2026-07-15,9.0000
2026-07-16,11.3000
2026-07-17,12.1000
2026-07-18,10.9000
2026-07-19,11.4000
2026-07-20,9.7000
2026-07-21,11.4000
2026-07-22,11.7000
2026-07-23,12.3000
2026-07-24,11.7000
2026-07-25,11.6000
2026-07-26,13.1000
2026-07-27,13.4000
2026-07-28,11.7000
2026-07-29,11.3000
2026-07-30,0.0000
2026-07-31,0.0000
