date,kwh
2026-06-01,16.2860
2026-06-02,15.2020
2026-06-03,14.9480
2026-06-04,13.4060
2026-06-05,13.4640
2026-06-06,13.7490
2026-06-07,0.0640
2026-06-08,12.2080
2026-06-09,12.4400
2026-06-10,14.8420
2026-06-11,8.3830
2026-06-12,10.0580
2026-06-13,11.0240
2026-06-14,14.3470
2026-06-15,14.3320
2026-06-16,14.2320
2026-06-17,13.2880
2026-06-18,5.6050
2026-06-19,12.5400
2026-06-20,14.5630
2026-06-21,12.3560
2026-06-22,5.9040
2026-06-23,9.8550
2026-06-24,15.4890
2026-06-25,14.6010
2026-06-26,12.2510
2026-06-27,11.8710
2026-06-28,12.5300
