date,kwh
2026-06-01,14.4000
2026-06-02,13.9000
2026-06-03,12.2000
2026-06-04,11.3000
2026-06-05,12.6000
2026-06-06,14.8000
2026-06-07,12.5000
2026-06-08,10.1000
2026-06-09,12.0000
2026-06-10,13.8000
2026-06-11,7.0000
2026-06-12,8.4000
2026-06-13,9.5000
2026-06-14,14.1000
2026-06-15,12.6000
2026-06-16,13.7000
2026-06-17,11.6000
2026-06-18,4.0000
2026-06-19,11.0000
2026-06-20,13.9000
2026-06-21,10.8000
2026-06-22,4.9000
2026-06-23,10.0000
2026-06-24,14.3000
2026-06-25,13.5000
2026-06-26,13.6000
2026-06-27,11.2000
2026-06-28,5.4000
2026-06-29,0.0000
2026-06-30,0.0000
