date,kwh
2026-03-01,14.0000
2026-03-02,15.2000
2026-03-03,14.2000
2026-03-04,14.8000
2026-03-05,14.4000
2026-03-06,14.6000
2026-03-07,15.3000
2026-03-08,15.1000
2026-03-09,14.1000
2026-03-10,15.6000
2026-03-11,16.2000
2026-03-12,14.3000
2026-03-13,15.0000
2026-03-14,12.7000
2026-03-15,15.9000
2026-03-16,15.5000
2026-03-17,13.7000
2026-03-18,14.4000
2026-03-19,11.3000
2026-03-20,8.9000
2026-03-21,14.9000
2026-03-22,2.5000
2026-03-23,0.0000
2026-03-24,0.0000
2026-03-25,0.0000
2026-03-26,0.0000
2026-03-27,0.0000
2026-03-28,0.0000
2026-03-29,0.0000
2026-03-30,0.0000
2026-03-31,0.0000
