date,kwh
2026-07-01,7.7000
2026-07-02,8.4000
2026-07-03,7.9000
2026-07-04,6.6000
2026-07-05,8.4000
2026-07-06,8.8000
2026-07-07,7.7000
2026-07-08,7.8000
2026-07-09,7.0000
2026-07-10,7.3000
2026-07-11,7.1000
2026-07-12,7.8000
2026-07-13,7.5000
2026-07-14,7.4000
2026-07-15,7.5000
2026-07-16,7.6000
2026-07-17,7.7000
2026-07-18,8.6000
2026-07-19,7.0000
2026-07-20,7.6000
2026-07-21,7.3000
2026-07-22,7.4000
2026-07-23,7.3000
2026-07-24,7.6000
2026-07-25,7.8000
2026-07-26,7.2000
2026-07-27,7.7000
2026-07-28,8.5000
2026-07-29,7.7000
2026-07-30,8.3000
2026-07-31,8.8000
