date,kwh
2026-03-01,5.1000
2026-03-02,4.2000
2026-03-03,5.2000
2026-03-04,3.9000
2026-03-05,3.5000
2026-03-06,6.6000
2026-03-07,6.1000
2026-03-08,6.3000
2026-03-09,6.6000
2026-03-10,6.2000
2026-03-11,7.0000
2026-03-12,6.7000
2026-03-13,6.2000
2026-03-14,4.2000
2026-03-15,6.4000
2026-03-16,7.1000
2026-03-17,6.6000
2026-03-18,2.0000
2026-03-19,0.0000
2026-03-20,0.0000
2026-03-21,0.0000
2026-03-22,0.0000
2026-03-23,0.0000
2026-03-24,0.0000
2026-03-25,0.0000
2026-03-26,0.0000
2026-03-27,0.0000
2026-03-28,0.0000
2026-03-29,0.0000
2026-03-30,0.0000
2026-03-31,0.0000
