date,kwh
2026-02-01,6.0000
2026-02-02,5.2000
2026-02-03,5.9000
2026-02-04,6.0000
2026-02-05,4.8000
2026-02-06,5.2000
2026-02-07,5.7000
2026-02-08,5.9000
2026-02-09,6.5000
2026-02-10,6.1000
2026-02-11,6.3000
2026-02-12,6.1000
2026-02-13,6.3000
2026-02-14,5.7000
2026-02-15,5.7000
2026-02-16,6.2000
2026-02-17,4.8000
2026-02-18,0.0000
2026-02-19,5.5000
2026-02-20,5.4000
2026-02-21,5.4000
2026-02-22,5.2000
2026-02-23,5.8000
2026-02-24,5.8000
2026-02-25,6.2000
2026-02-26,5.7000
2026-02-27,5.9000
2026-02-28,5.6000
