date,kwh
2026-01-01,10.2000
2026-01-02,8.0000
2026-01-03,13.0000
2026-01-04,12.0000
2026-01-05,10.1000
2026-01-06,8.9000
2026-01-07,9.6000
2026-01-08,6.4000
2026-01-09,7.4000
2026-01-10,10.5000
2026-01-11,9.5000
2026-01-12,7.9000
2026-01-13,11.5000
2026-01-14,13.4000
2026-01-15,13.6000
2026-01-16,13.3000
2026-01-17,12.6000
2026-01-18,13.3000
2026-01-19,13.0000
2026-01-20,13.8000
2026-01-21,14.5000
2026-01-22,13.6000
2026-01-23,12.9000
2026-01-24,12.9000
2026-01-25,5.8000
2026-01-26,12.4000
2026-01-27,4.2000
2026-01-28,0.0000
2026-01-29,0.0000
2026-01-30,0.0000
2026-01-31,0.0000
