date,kwh
2026-08-01,4.8000
2026-08-02,5.6000
2026-08-03,1.3000
2026-08-04,4.7000
2026-08-05,6.2000
2026-08-06,5.9000
2026-08-07,6.3000
2026-08-08,5.3000
2026-08-09,4.9000
2026-08-10,6.1000
2026-08-11,6.0000
2026-08-12,6.1000
2026-08-13,6.5000
2026-08-14,6.0000
2026-08-15,5.4000
2026-08-16,5.4000
2026-08-17,5.1000
2026-08-18,6.1000
2026-08-19,5.8000
2026-08-20,6.5000
2026-08-21,6.2000
2026-08-22,5.4000
2026-08-23,5.7000
2026-08-24,5.9000
2026-08-25,6.0000
2026-08-26,5.1000
2026-08-27,5.6000
2026-08-28,6.1000
2026-08-29,5.8000
2026-08-30,4.7000
2026-08-31,6.6000
