date,kwh
2026-08-01,6.5000
2026-08-02,7.5000
2026-08-03,1.9000
2026-08-04,5.5000
2026-08-05,7.5000
2026-08-06,7.2000
2026-08-07,6.4000
2026-08-08,7.5000
2026-08-09,7.3000
2026-08-10,7.2000
2026-08-11,7.3000
2026-08-12,8.2000
2026-08-13,7.5000
2026-08-14,7.4000
2026-08-15,7.2000
2026-08-16,6.8000
2026-08-17,6.4000
2026-08-18,8.1000
2026-08-19,8.6000
2026-08-20,8.0000
2026-08-21,8.3000
2026-08-22,8.8000
2026-08-23,6.8000
2026-08-24,6.6000
2026-08-25,7.6000
2026-08-26,7.3000
2026-08-27,7.9000
2026-08-28,7.3000
2026-08-29,7.7000
2026-08-30,7.1000
2026-08-31,7.1000
