date,kwh
2026-02-01,6.2000
2026-02-02,6.9000
2026-02-03,6.3000
2026-02-04,6.4000
2026-02-05,6.3000
2026-02-06,6.9000
2026-02-07,7.5000
2026-02-08,6.4000
2026-02-09,6.4000
2026-02-10,6.2000
2026-02-11,6.9000
2026-02-12,7.2000
2026-02-13,7.4000
2026-02-14,8.3000
2026-02-15,7.1000
2026-02-16,7.4000
2026-02-17,6.7000
2026-02-18,7.3000
2026-02-19,7.4000
2026-02-20,7.2000
2026-02-21,8.4000
2026-02-22,7.0000
2026-02-23,7.4000
2026-02-24,0.0000
2026-02-25,0.0000
2026-02-26,0.0000
2026-02-27,0.0000
2026-02-28,0.0000
