date,kwh
2026-08-01,4.8000
2026-08-02,5.6000
2026-08-03,2.4000
2026-08-04,7.2000
2026-08-05,5.4000
2026-08-06,5.3000
2026-08-07,5.1000
2026-08-08,5.0000
2026-08-09,5.1000
2026-08-10,5.3000
2026-08-11,5.0000
2026-08-12,5.5000
2026-08-13,4.7000
2026-08-14,5.2000
2026-08-15,5.6000
2026-08-16,5.2000
2026-08-17,5.3000
2026-08-18,5.2000
2026-08-19,5.3000
2026-08-20,4.6000
2026-08-21,5.2000
2026-08-22,5.6000
2026-08-23,6.2000
2026-08-24,4.7000
2026-08-25,5.2000
2026-08-26,4.7000
2026-08-27,4.9000
2026-08-28,4.7000
2026-08-29,5.3000
2026-08-30,5.2000
2026-08-31,4.4000
