date,kwh
2025-12-01,6.9000
2025-12-02,8.1000
2025-12-03,7.0000
2025-12-04,6.2000
2025-12-05,4.4000
2025-12-06,6.5000
2025-12-07,4.7000
2025-12-08,6.4000
2025-12-09,5.9000
2025-12-10,5.5000
2025-12-11,6.5000
2025-12-12,4.5000
2025-12-13,8.0000
2025-12-14,4.0000
2025-12-15,6.1000
2025-12-16,4.1000
2025-12-17,2.3000
2025-12-18,6.8000
2025-12-19,4.6000
2025-12-20,4.2000
2025-12-21,4.0000
2025-12-22,7.3000
2025-12-23,14.2000
2025-12-24,14.0000
2025-12-25,15.4000
2025-12-26,16.0000
2025-12-27,16.2000
2025-12-28,13.0000
2025-12-29,12.8000
2025-12-30,15.9000
