date,kwh
2026-02-01,5.0000
2026-02-02,0.9000
2026-02-03,5.6000
2026-02-04,5.5000
2026-02-05,3.6000
2026-02-06,5.5000
2026-02-07,5.4000
2026-02-08,5.0000
2026-02-09,5.1000
2026-02-10,4.9000
2026-02-11,4.7000
2026-02-12,5.0000
2026-02-13,5.0000
2026-02-14,0.0000
2026-02-15,0.0000
2026-02-16,0.2000
2026-02-17,4.6000
2026-02-18,5.6000
2026-02-19,5.2000
2026-02-20,5.3000
2026-02-21,5.8000
2026-02-22,7.0000
2026-02-23,5.2000
2026-02-24,5.3000
2026-02-25,5.0000
2026-02-26,5.2000
2026-02-27,4.8000
2026-02-28,0.0000
