date,kwh
2026-06-01,6.2000
2026-06-02,6.3000
2026-06-03,5.5000
2026-06-04,5.7000
2026-06-05,5.2000
2026-06-06,5.0000
2026-06-07,5.5000
2026-06-08,4.9000
2026-06-09,5.8000
2026-06-10,6.1000
2026-06-11,3.8000
2026-06-12,4.2000
2026-06-13,4.8000
2026-06-14,5.6000
2026-06-15,5.5000
2026-06-16,6.0000
2026-06-17,5.8000
2026-06-18,3.2000
2026-06-19,5.8000
2026-06-20,5.5000
2026-06-21,5.5000
2026-06-22,2.8000
2026-06-23,5.1000
2026-06-24,5.5000
2026-06-25,6.4000
2026-06-26,5.6000
2026-06-27,5.6000
2026-06-28,5.0000
2026-06-29,0.0000
2026-06-30,0.0000
