date,kwh
2026-01-01,9.0000
2026-01-02,8.1000
2026-01-03,12.3000
2026-01-04,5.7000
2026-01-05,9.6000
2026-01-06,8.7000
2026-01-07,8.7000
2026-01-08,6.2000
2026-01-09,9.2000
2026-01-10,9.9000
2026-01-11,8.5000
2026-01-12,7.9000
2026-01-13,8.9000
2026-01-14,7.5000
2026-01-15,8.5000
2026-01-16,7.8000
2026-01-17,10.8000
2026-01-18,10.3000
2026-01-19,8.8000
2026-01-20,7.8000
2026-01-21,8.9000
2026-01-22,10.3000
2026-01-23,10.3000
2026-01-24,9.0000
2026-01-25,5.6000
2026-01-26,8.8000
2026-01-27,0.0000
2026-01-28,0.0000
2026-01-29,0.0000
2026-01-30,0.0000
2026-01-31,0.0000
