date,kwh
2026-08-01,9.3000
2026-08-02,12.9000
2026-08-03,2.6000
2026-08-04,8.0000
2026-08-05,11.8000
2026-08-06,14.2000
2026-08-07,14.8000
2026-08-08,12.5000
2026-08-09,11.3000
2026-08-10,12.4000
2026-08-11,12.6000
2026-08-12,14.0000
2026-08-13,13.0000
2026-08-14,12.0000
2026-08-15,14.8000
2026-08-16,9.4000
2026-08-17,8.2000
2026-08-18,0.4000
2026-08-19,0.0000
2026-08-20,0.0000
2026-08-21,0.0000
2026-08-22,10.4000
2026-08-23,15.2000
2026-08-24,11.7000
2026-08-25,12.3000
2026-08-26,10.7000
2026-08-27,11.6000
2026-08-28,12.5000
2026-08-29,13.6000
2026-08-30,12.8000
2026-08-31,9.4000
