date,kwh
2026-01-01,8.6120
2026-01-02,7.2410
2026-01-03,7.3610
2026-01-04,11.6820
2026-01-05,11.5660
2026-01-06,9.9950
2026-01-07,10.3070
2026-01-08,8.1070
2026-01-09,10.1180
2026-01-10,10.1470
2026-01-11,8.6930
2026-01-12,8.6630
2026-01-13,13.5010
2026-01-14,13.2910
2026-01-15,14.4470
2026-01-16,14.3490
2026-01-17,13.4070
2026-01-18,14.0620
2026-01-19,13.9840
2026-01-20,15.1780
2026-01-21,13.3770
2026-01-22,14.6950
2026-01-23,14.0290
2026-01-24,14.5580
2026-01-25,14.1500
2026-01-26,13.6280
2026-01-27,14.5290
2026-01-28,8.9430
