date,kwh
2025-12-01,8.7000
2025-12-02,8.7000
2025-12-03,8.7000
2025-12-04,8.1000
2025-12-05,9.0000
2025-12-06,6.3000
2025-12-07,8.7000
2025-12-08,4.1000
2025-12-09,2.9000
2025-12-10,8.9000
2025-12-11,0.0000
2025-12-12,3.9000
2025-12-13,0.1000
2025-12-14,1.6000
2025-12-15,0.0000
2025-12-16,0.0000
2025-12-17,0.0000
2025-12-18,0.0000
2025-12-19,0.0000
2025-12-20,0.0000
2025-12-21,0.0000
2025-12-22,0.0000
2025-12-23,0.0000
2025-12-24,0.0000
2025-12-25,0.0000
2025-12-26,0.0000
2025-12-27,0.0000
2025-12-28,0.0000
2025-12-29,0.0000
2025-12-30,0.0000
2025-12-31,0.0000
