date,kwh
2026-04-01,18.4360
2026-04-02,9.9910
2026-04-03,17.4160
2026-04-04,16.0830
2026-04-05,15.0430
2026-04-06,12.5070
2026-04-07,13.2430
2026-04-08,14.3980
2026-04-09,15.6060
2026-04-10,14.4740
2026-04-11,13.9090
2026-04-12,10.1590
2026-04-13,13.8010
2026-04-14,18.4870
2026-04-15,16.8610
2026-04-16,14.0050
2026-04-17,17.4490
2026-04-18,17.7860
2026-04-19,16.8710
2026-04-20,18.3990
2026-04-21,18.8880
2026-04-22,17.0540
2026-04-23,15.8910
2026-04-24,7.8120
2026-04-25,16.4550
2026-04-26,17.0170
2026-04-27,11.1190
2026-04-28,13.3670
