date,kwh
2026-04-01,13.2000
2026-04-02,7.6000
2026-04-03,13.2000
2026-04-04,11.8000
2026-04-05,12.2000
2026-04-06,11.4000
2026-04-07,12.0000
2026-04-08,10.7000
2026-04-09,12.0000
2026-04-10,11.8000
2026-04-11,9.9000
2026-04-12,6.3000
2026-04-13,11.5000
2026-04-14,13.4000
2026-04-15,14.0000
2026-04-16,11.1000
2026-04-17,13.2000
2026-04-18,14.7000
2026-04-19,9.2000
2026-04-20,0.0000
2026-04-21,0.0000
2026-04-22,0.0000
2026-04-23,0.0000
2026-04-24,0.0000
2026-04-25,0.0000
2026-04-26,0.0000
2026-04-27,0.0000
2026-04-28,0.0000
2026-04-29,0.0000
2026-04-30,0.0000
