date,kwh
2025-12-01,7.3000
2025-12-02,8.1000
2025-12-03,8.0000
2025-12-04,7.3000
2025-12-05,6.2000
2025-12-06,9.0000
2025-12-07,8.0000
2025-12-08,7.5000
2025-12-09,6.7000
2025-12-10,6.5000
2025-12-11,5.5000
2025-12-12,7.0000
2025-12-13,6.6000
2025-12-14,7.0000
2025-12-15,7.7000
2025-12-16,5.7000
2025-12-17,4.6000
2025-12-18,7.0000
2025-12-19,8.0000
2025-12-20,5.2000
2025-12-21,8.2000
2025-12-22,9.0000
2025-12-23,9.1000
2025-12-24,10.2000
2025-12-25,9.4000
2025-12-26,7.6000
2025-12-27,9.3000
2025-12-28,8.4000
2025-12-29,7.7000
2025-12-30,9.3000
