date,kwh
2026-07-01,0.0000
2026-07-02,0.0000
2026-07-03,0.0000
2026-07-04,0.0000
2026-07-05,0.0000
2026-07-06,0.0000
2026-07-07,0.0000
2026-07-08,0.0000
2026-07-09,0.0000
2026-07-10,0.0000
2026-07-11,0.0000
2026-07-12,0.0000
2026-07-13,0.0000
2026-07-14,0.0000
2026-07-15,0.0000
2026-07-16,4.0000
2026-07-17,5.1000
2026-07-18,0.0000
2026-07-19,0.0000
2026-07-20,0.0000
2026-07-21,3.4000
2026-07-22,3.2000
2026-07-23,4.1000
2026-07-24,1.9000
2026-07-25,2.7000
2026-07-26,4.8000
2026-07-27,5.0000
2026-07-28,1.7000
2026-07-29,0.0000
2026-07-30,0.0000
2026-07-31,0.0000
