date,kwh
2026-08-01,11.4000
2026-08-02,15.0000
2026-08-03,2.6000
2026-08-04,9.9000
2026-08-05,12.2000
2026-08-06,13.0000
2026-08-07,13.6000
2026-08-08,13.1000
2026-08-09,12.2000
2026-08-10,12.2000
2026-08-11,12.0000
2026-08-12,13.0000
2026-08-13,11.4000
2026-08-14,12.2000
2026-08-15,12.0000
2026-08-16,13.2000
2026-08-17,9.2000
2026-08-18,13.6000
2026-08-19,13.0000
2026-08-20,13.2000
2026-08-21,12.7000
2026-08-22,11.9000
2026-08-23,0.8000
2026-08-24,0.0000
2026-08-25,0.0000
2026-08-26,0.0000
2026-08-27,0.0000
2026-08-28,0.0000
2026-08-29,0.0000
2026-08-30,0.0000
2026-08-31,0.0000
