date,kwh
2026-08-01,8.9000
2026-08-02,6.6000
2026-08-03,3.6000
2026-08-04,6.0000
2026-08-05,9.4000
2026-08-06,9.9000
2026-08-07,8.9000
2026-08-08,8.9000
2026-08-09,11.0000
2026-08-10,10.3000
2026-08-11,12.1000
2026-08-12,10.0000
2026-08-13,9.1000
2026-08-14,10.0000
2026-08-15,11.2000
2026-08-16,9.0000
2026-08-17,11.0000
2026-08-18,9.4000
2026-08-19,9.6000
2026-08-20,9.3000
2026-08-21,8.3000
2026-08-22,10.6000
2026-08-23,8.8000
2026-08-24,5.3000
2026-08-25,9.5000
2026-08-26,9.3000
2026-08-27,4.8000
2026-08-28,11.5000
2026-08-29,11.2000
2026-08-30,8.7000
2026-08-31,7.8000
