date,kwh
2026-07-01,11.4000
2026-07-02,10.6000
2026-07-03,11.0000
2026-07-04,9.5000
2026-07-05,11.1000
2026-07-06,11.5000
2026-07-07,11.7000
2026-07-08,12.4000
2026-07-09,11.2000
2026-07-10,9.3000
2026-07-11,10.1000
2026-07-12,12.3000
2026-07-13,10.3000
2026-07-14,12.3000
2026-07-15,12.8000
2026-07-16,13.5000
2026-07-17,12.4000
2026-07-18,12.8000
2026-07-19,14.1000
2026-07-20,10.4000
2026-07-21,0.0000
2026-07-22,0.0000
2026-07-23,0.0000
2026-07-24,0.0000
2026-07-25,0.0000
2026-07-26,0.0000
2026-07-27,0.0000
2026-07-28,0.0000
2026-07-29,0.0000
2026-07-30,0.0000
2026-07-31,0.0000
