date,kwh
2026-05-01,9.2000
2026-05-02,12.1000
2026-05-03,12.0000
2026-05-04,11.3000
2026-05-05,9.6000
2026-05-06,12.1000
2026-05-07,9.6000
2026-05-08,9.5000
2026-05-09,9.9000
2026-05-10,9.0000
2026-05-11,6.6000
2026-05-12,8.2000
2026-05-13,4.4000
2026-05-14,1.6000
2026-05-15,9.1000
2026-05-16,6.5000
2026-05-17,13.0000
2026-05-18,10.1000
2026-05-19,8.8000
2026-05-20,9.3000
2026-05-21,9.1000
2026-05-22,2.9000
2026-05-23,12.4000
2026-05-24,10.8000
2026-05-25,9.8000
2026-05-26,6.0000
2026-05-27,3.8000
2026-05-28,3.8000
2026-05-29,3.8000
2026-05-30,4.1000
2026-05-31,11.8000
