date,kwh
2026-02-01,13.5000
2026-02-02,12.5000
2026-02-03,10.5000
2026-02-04,10.6000
2026-02-05,10.2000
2026-02-06,8.3000
2026-02-07,12.7000
2026-02-08,10.5000
2026-02-09,10.8000
2026-02-10,11.4000
2026-02-11,8.9000
2026-02-12,14.7000
2026-02-13,14.8000
2026-02-14,11.5000
2026-02-15,11.3000
2026-02-16,12.9000
2026-02-17,9.5000
2026-02-18,12.3000
2026-02-19,14.3000
2026-02-20,12.1000
2026-02-21,12.9000
2026-02-22,15.5000
2026-02-23,13.1000
2026-02-24,17.3000
2026-02-25,13.2000
2026-02-26,12.8000
2026-02-27,17.8000
2026-02-28,0.0000
