date,kwh
2026-02-01,3.3000
2026-02-02,4.5000
2026-02-03,5.4000
2026-02-04,3.5000
2026-02-05,3.3000
2026-02-06,3.4000
2026-02-07,4.6000
2026-02-08,4.5000
2026-02-09,5.2000
2026-02-10,5.2000
2026-02-11,4.7000
2026-02-12,4.6000
2026-02-13,4.7000
2026-02-14,3.2000
2026-02-15,3.4000
2026-02-16,5.3000
2026-02-17,2.7000
2026-02-18,4.4000
2026-02-19,4.5000
2026-02-20,3.8000
2026-02-21,2.5000
2026-02-22,0.0000
2026-02-23,0.0000
2026-02-24,0.0000
2026-02-25,0.0000
2026-02-26,0.0000
2026-02-27,0.0000
2026-02-28,0.0000
