date,kwh
2026-05-01,6.1000
2026-05-02,5.8000
2026-05-03,5.7000
2026-05-04,6.5000
2026-05-05,6.0000
2026-05-06,6.0000
2026-05-07,6.3000
2026-05-08,5.6000
2026-05-09,5.4000
2026-05-10,5.6000
2026-05-11,4.2000
2026-05-12,4.8000
2026-05-13,2.9000
2026-05-14,1.1000
2026-05-15,5.2000
2026-05-16,3.9000
2026-05-17,6.3000
2026-05-18,6.1000
2026-05-19,5.8000
2026-05-20,6.0000
2026-05-21,6.1000
2026-05-22,1.9000
2026-05-23,5.3000
2026-05-24,5.1000
2026-05-25,5.3000
2026-05-26,5.6000
2026-05-27,4.6000
2026-05-28,5.7000
2026-05-29,4.3000
2026-05-30,0.0000
2026-05-31,0.0000
