date,kwh
2026-03-01,12.6000
2026-03-02,11.1000
2026-03-03,12.1000
2026-03-04,9.2000
2026-03-05,9.8000
2026-03-06,9.9000
2026-03-07,9.3000
2026-03-08,11.8000
2026-03-09,10.6000
2026-03-10,14.6000
2026-03-11,15.5000
2026-03-12,13.0000
2026-03-13,10.8000
2026-03-14,13.3000
2026-03-15,14.3000
2026-03-16,13.2000
2026-03-17,10.7000
2026-03-18,2.1000
2026-03-19,0.0000
2026-03-20,0.0000
2026-03-21,0.0000
2026-03-22,0.0000
2026-03-23,0.0000
2026-03-24,0.0000
2026-03-25,0.0000
2026-03-26,0.0000
2026-03-27,0.0000
2026-03-28,0.0000
2026-03-29,0.0000
2026-03-30,0.0000
2026-03-31,0.0000
