date,kwh
2026-07-01,2.5000
2026-07-02,4.4000
2026-07-03,4.3000
2026-07-04,3.3000
2026-07-05,2.6000
2026-07-06,4.6000
2026-07-07,4.7000
2026-07-08,5.6000
2026-07-09,4.4000
2026-07-10,3.5000
2026-07-11,4.6000
2026-07-12,5.3000
2026-07-13,4.7000
2026-07-14,5.7000
2026-07-15,0.4000
2026-07-16,5.9000
2026-07-17,6.1000
2026-07-18,5.7000
2026-07-19,5.5000
2026-07-20,4.1000
2026-07-21,5.1000
2026-07-22,5.6000
2026-07-23,5.7000
2026-07-24,0.0000
2026-07-25,0.0000
2026-07-26,0.0000
2026-07-27,0.0000
2026-07-28,0.0000
2026-07-29,0.0000
2026-07-30,0.0000
2026-07-31,0.0000
